case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid,CaseMasterID,DistrictID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CrimeRegisteredDate,age_years,gender_id,hour_of_day,day_of_week,month,is_weekend,is_night_time,co_offender_count,hist_station_crime_count_30d,hist_district_crime_count_30d,spatial_density_ratio,risk_tier_id,hotspot_flag_id,recidivism_flag_id
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA99514,Prakash Bhat,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/189/2025/0441,CC/2025/050441,2025-10-28,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-10-27T15:19:32,2025-10-27T15:19:32,2025-10-28T05:19:32,14.4495,75.9183,"Incident near coordinates 14.4495, 75.9183",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ramesh Bhat,59,Private Employee,Hindu,General,Male,Pradeep Naik,57,Female,0,Venkatesh Puri,53,Male,A441,1.0,2025-10-28T05:19:32,Karnataka,Davangere,Davangere Extension PS,KA58913,Davangere District & Sessions Court,Venkatesh Puri,,2025-10-28T05:19:32,C,KA19342,50441,12,189,1,1,4,14,1,2025-10-28 05:19:32,53,1,15,1,10,0,0,1,235,1347,3.81,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA74033,Shivakumar Naik,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/108/2025/0442,CC/2025/050442,2025-01-18,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-01-18T02:40:55,2025-01-18T02:40:55,2025-01-18T14:40:55,17.2582,76.8848,"Incident near coordinates 17.2582, 76.8848",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shivakumar Pujari,30,Private Employee,Hindu,General,Male,Abhishek Bhat,59,Female,0,Ganesh Kulkarni,44,Male,A442,1.0,2025-01-18T14:40:55,Karnataka,Kalaburagi,Kalaburagi City PS,KA65977,Kalaburagi District & Sessions Court,Ganesh Kulkarni,,2025-01-18T14:40:55,C,KA75767,50442,7,108,2,1,1,2,1,2025-01-18 14:40:55,44,1,2,6,1,1,1,1,794,509,1.08,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA41065,Suresh Gowda,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/167/2025/0443,CC/2025/050443,2025-04-07,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-04-06T18:44:25,2025-04-06T18:44:25,2025-04-07T05:44:25,13.932,75.6577,"Incident near coordinates 13.932, 75.6577",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Sunil Patil,27,Private Employee,Hindu,General,Male,Anand Hegde,38,Female,0,Venkatesh Reddy,33,Male,A443,1.0,2025-04-07T05:44:25,Karnataka,Shivamogga,Shivamogga Town PS,KA71221,Shivamogga District & Sessions Court,Venkatesh Reddy,,2025-04-07T05:44:25,C,KA78346,50443,11,167,1,1,4,14,1,2025-04-07 05:44:25,33,1,18,7,4,1,0,1,795,2015,1.06,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA51256,Raghavendra Rao,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/187/2025/0444,CC/2025/050444,2025-05-26,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-05-25T09:31:46,2025-05-25T09:31:46,2025-05-26T11:31:46,14.4333,75.9141,"Incident near coordinates 14.4333, 75.9141",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Satish Gowda,30,Private Employee,Hindu,General,Male,Abhishek Reddy,55,Female,0,Darshan Kambale,31,Male,A444,1.0,2025-05-26T11:31:46,Karnataka,Davangere,Davangere Extension PS,KA39981,Davangere District & Sessions Court,Darshan Kambale,,2025-05-26T11:31:46,C,KA54121,50444,12,187,3,1,2,7,1,2025-05-26 11:31:46,31,1,9,7,5,1,0,1,576,2868,1.08,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA15325,Darshan Puri,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/183/2025/0445,CC/2025/050445,2025-06-06,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-06-05T21:37:17,2025-06-05T21:37:17,2025-06-06T01:37:17,14.5239,75.9099,"Incident near coordinates 14.5239, 75.9099",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shivakumar Pujari,27,Private Employee,Hindu,General,Male,Ganesh Reddy,28,Female,0,Venkatesh Kuruba,51,Male,A445,1.0,2025-06-06T01:37:17,Karnataka,Davangere,Davangere Extension PS,KA23504,Davangere District & Sessions Court,Venkatesh Kuruba,,2025-06-06T01:37:17,C,KA81861,50445,12,183,2,1,3,13,1,2025-06-06 01:37:17,51,1,21,4,6,0,0,2,528,3337,0.83,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA41729,Vijay Pujari,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/170/2025/0446,CC/2025/050446,2025-07-17,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-07-16T08:53:48,2025-07-16T08:53:48,2025-07-17T10:53:48,13.9454,75.5511,"Incident near coordinates 13.9454, 75.5511",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Bhat,36,Private Employee,Hindu,General,Male,Suresh Shetty,44,Female,0,Raghavendra Joshi,67,Male,A446,1.0,2025-07-17T10:53:48,Karnataka,Shivamogga,Shivamogga Town PS,KA62078,Shivamogga District & Sessions Court,Raghavendra Joshi,,2025-07-17T10:53:48,C,KA50154,50446,11,170,1,1,4,14,1,2025-07-17 10:53:48,67,1,8,3,7,0,0,1,322,2939,1.44,2,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA62270,Pradeep Chavhan,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/117/2025/0447,CC/2025/050447,2025-06-16,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-06-16T05:34:52,2025-06-16T05:34:52,2025-06-16T06:34:52,15.2027,76.9204,"Incident near coordinates 15.2027, 76.9204",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Abhishek Joshi,46,Private Employee,Hindu,General,Male,Ambika Pujari,41,Female,0,Sudha Reddy,51,Female,A447,1.0,2025-06-16T06:34:52,Karnataka,Ballari,Ballari City PS,KA40654,Ballari District & Sessions Court,Sudha Reddy,,2025-06-16T06:34:52,C,KA91045,50447,8,117,3,1,1,1,1,2025-06-16 06:34:52,51,2,5,1,6,0,1,2,126,655,4.26,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA69666,Vijay Kuruba,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/098/2025/0448,CC/2025/050448,2025-07-21,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-07-19T22:19:02,2025-07-19T22:19:02,2025-07-21T19:19:02,15.9154,74.5759,"Incident near coordinates 15.9154, 74.5759",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Puri,30,Private Employee,Hindu,General,Male,Geetha Hegde,59,Female,0,Abhishek Bhat,66,Male,A448,1.0,2025-07-21T19:19:02,Karnataka,Belagavi,Belagavi City PS,KA86305,Belagavi District & Sessions Court,Abhishek Bhat,,2025-07-21T19:19:02,C,KA55972,50448,6,98,1,1,1,2,1,2025-07-21 19:19:02,66,1,22,6,7,1,1,1,852,1651,1.42,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA89038,Manjunath Reddy,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/181/2025/0449,CC/2025/050449,2025-03-04,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-03-03T07:14:05,2025-03-03T07:14:05,2025-03-04T01:14:05,14.5372,75.8861,"Incident near coordinates 14.5372, 75.8861",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shilpa Nayak,44,Private Employee,Hindu,General,Male,Sunil Kambale,43,Female,0,Prakash Chavhan,67,Male,A449,1.0,2025-03-04T01:14:05,Karnataka,Davangere,Davangere Extension PS,KA11669,Davangere District & Sessions Court,Prakash Chavhan,,2025-03-04T01:14:05,C,KA52759,50449,12,181,2,1,1,1,1,2025-03-04 01:14:05,67,1,7,1,3,0,0,1,265,3142,0.24,1,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA73040,Mahesh Hegde,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/172/2025/0450,CC/2025/050450,2025-02-02,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-02-01T11:16:17,2025-02-01T11:16:17,2025-02-02T06:16:17,14.0368,75.6083,"Incident near coordinates 14.0368, 75.6083",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Aswini Kulkarni,46,Private Employee,Hindu,General,Male,Shilpa Hegde,37,Female,0,Manjunath Hegde,69,Male,A450,1.0,2025-02-02T06:16:17,Karnataka,Shivamogga,Shivamogga Town PS,KA92910,Shivamogga District & Sessions Court,Manjunath Hegde,,2025-02-02T06:16:17,C,KA71095,50450,11,172,2,1,3,12,1,2025-02-02 06:16:17,69,1,11,6,2,1,0,1,950,3153,2.87,2,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA48294,Kiran Joshi,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/090/2025/0451,CC/2025/050451,2025-06-30,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-06-30T14:08:13,2025-06-30T14:08:13,2025-06-30T16:08:13,15.8427,74.5751,"Incident near coordinates 15.8427, 74.5751",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Nagaraj Shetty,29,Private Employee,Hindu,General,Male,Kumar Hegde,36,Female,0,Vijay Pujari,63,Male,A451,1.0,2025-06-30T16:08:13,Karnataka,Belagavi,Belagavi City PS,KA17843,Belagavi District & Sessions Court,Vijay Pujari,,2025-06-30T16:08:13,C,KA16147,50451,6,90,1,2,2,6,1,2025-06-30 16:08:13,63,1,14,1,6,0,0,2,568,1647,4.11,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA22241,Suresh Pujari,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/104/2025/0452,CC/2025/050452,2025-12-19,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-12-17T06:30:57,2025-12-17T06:30:57,2025-12-19T02:30:57,17.2552,76.8979,"Incident near coordinates 17.2552, 76.8979",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Vijay Puri,52,Private Employee,Hindu,General,Male,Sowmya Kulkarni,58,Female,0,Darshan Kambale,29,Male,A452,1.0,2025-12-19T02:30:57,Karnataka,Kalaburagi,Kalaburagi City PS,KA23563,Kalaburagi District & Sessions Court,Darshan Kambale,,2025-12-19T02:30:57,C,KA46673,50452,7,104,2,1,2,6,1,2025-12-19 02:30:57,29,1,6,3,12,0,0,1,279,862,3.85,2,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA74378,Ganesh Hegde,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/186/2025/0453,CC/2025/050453,2025-06-11,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-06-11T03:12:45,2025-06-11T03:12:45,2025-06-11T22:12:45,14.4028,75.8815,"Incident near coordinates 14.4028, 75.8815",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Kuruba,32,Private Employee,Hindu,General,Male,Abhishek Rao,22,Female,0,Mahesh Kambale,38,Male,A453,1.0,2025-06-11T22:12:45,Karnataka,Davangere,Davangere Extension PS,KA90836,Davangere District & Sessions Court,Mahesh Kambale,,2025-06-11T22:12:45,C,KA36682,50453,12,186,1,2,4,14,1,2025-06-11 22:12:45,38,1,3,3,6,0,1,3,304,1625,2.69,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA72090,Kiran Nayak,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/126/2025/0454,CC/2025/050454,2025-07-27,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-07-27T11:12:48,2025-07-27T11:12:48,2025-07-27T13:12:48,15.1151,76.9614,"Incident near coordinates 15.1151, 76.9614",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Roopa Reddy,65,Private Employee,Hindu,General,Male,Anitha Naik,34,Female,0,Suresh Reddy,72,Male,A454,1.0,2025-07-27T13:12:48,Karnataka,Ballari,Ballari City PS,KA10867,Ballari District & Sessions Court,Suresh Reddy,,2025-07-27T13:12:48,C,KA31593,50454,8,126,2,1,3,13,1,2025-07-27 13:12:48,72,1,11,7,7,1,0,1,525,2941,1.54,3,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA33148,Vijay Shetty,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/182/2025/0455,CC/2025/050455,2025-02-07,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-02-06T16:09:58,2025-02-06T16:09:58,2025-02-07T17:09:58,14.4087,75.8912,"Incident near coordinates 14.4087, 75.8912",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kiran Pujari,40,Private Employee,Hindu,General,Male,Manjunath Patil,33,Female,0,Mahesh Deshmukh,18,Male,A455,1.0,2025-02-07T17:09:58,Karnataka,Davangere,Davangere Extension PS,KA32196,Davangere District & Sessions Court,Mahesh Deshmukh,,2025-02-07T17:09:58,C,KA15519,50455,12,182,3,2,2,8,1,2025-02-07 17:09:58,18,1,16,4,2,0,0,2,510,1368,0.92,2,1,1
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA90000,Ramesh Chavhan,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/166/2025/0456,CC/2025/050456,2025-08-05,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-08-04T22:17:03,2025-08-04T22:17:03,2025-08-05T07:17:03,13.9176,75.6569,"Incident near coordinates 13.9176, 75.6569",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Pradeep Bhat,62,Private Employee,Hindu,General,Male,Raghavendra Chavhan,49,Female,0,Ganesh Chavhan,48,Male,A456,1.0,2025-08-05T07:17:03,Karnataka,Shivamogga,Shivamogga Town PS,KA97500,Shivamogga District & Sessions Court,Ganesh Chavhan,,2025-08-05T07:17:03,C,KA49178,50456,11,166,2,1,3,11,1,2025-08-05 07:17:03,48,1,22,1,8,0,1,1,277,1897,0.24,1,0,0
FIR,Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA66816,Vijay Chavhan,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/111/2026/0457,CC/2026/050457,2026-01-02,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2026-01-01T18:29:25,2026-01-01T18:29:25,2026-01-02T10:29:25,17.2502,76.7924,"Incident near coordinates 17.2502, 76.7924",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Darshan Hegde,40,Private Employee,Hindu,General,Male,Kavitha Kuruba,22,Female,0,Ramesh Hegde,26,Male,A457,1.0,2026-01-02T10:29:25,Karnataka,Kalaburagi,Kalaburagi City PS,KA11424,Kalaburagi District & Sessions Court,Ramesh Hegde,,2026-01-02T10:29:25,C,KA58771,50457,7,111,2,2,4,14,1,2026-01-02 10:29:25,26,1,18,4,1,0,0,3,826,3231,0.48,4,1,1
FIR,Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA10140,Nagaraj Reddy,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/177/2025/0458,CC/2025/050458,2025-04-19,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-04-17T00:33:41,2025-04-17T00:33:41,2025-04-19T00:33:41,14.4743,75.8729,"Incident near coordinates 14.4743, 75.8729",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ramesh Joshi,37,Private Employee,Hindu,General,Male,Kumar Deshmukh,40,Female,0,Prakash Reddy,36,Male,A458,1.0,2025-04-19T00:33:41,Karnataka,Davangere,Davangere Extension PS,KA75610,Davangere District & Sessions Court,Prakash Reddy,,2025-04-19T00:33:41,C,KA31751,50458,12,177,1,2,2,7,1,2025-04-19 00:33:41,36,1,0,4,4,0,1,3,584,409,1.71,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA17418,Shivakumar Kambale,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/173/2025/0459,CC/2025/050459,2025-12-28,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-12-28T08:31:10,2025-12-28T08:31:10,2025-12-28T17:31:10,13.9126,75.5412,"Incident near coordinates 13.9126, 75.5412",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Suresh Kambale,22,Private Employee,Hindu,General,Male,Sunil Nayak,59,Female,0,Sowmya Reddy,56,Transgender,A459,1.0,2025-12-28T17:31:10,Karnataka,Shivamogga,Shivamogga Town PS,KA43442,Shivamogga District & Sessions Court,Sowmya Reddy,,2025-12-28T17:31:10,C,KA65446,50459,11,173,3,1,1,2,1,2025-12-28 17:31:10,56,3,8,7,12,1,0,1,891,3248,4.33,2,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA18880,Sunil Shetty,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/163/2025/0460,CC/2025/050460,2025-10-04,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-10-03T15:29:09,2025-10-03T15:29:09,2025-10-04T06:29:09,13.9021,75.5801,"Incident near coordinates 13.9021, 75.5801",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Pradeep Hegde,61,Private Employee,Hindu,General,Male,Nagaraj Kambale,53,Female,0,Suresh Deshmukh,33,Male,A460,1.0,2025-10-04T06:29:09,Karnataka,Shivamogga,Shivamogga Town PS,KA95979,Shivamogga District & Sessions Court,Suresh Deshmukh,,2025-10-04T06:29:09,C,KA76827,50460,11,163,2,2,2,6,1,2025-10-04 06:29:09,33,1,15,5,10,0,0,1,417,2542,1.69,2,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA30407,Satish Deshmukh,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/107/2025/0461,CC/2025/050461,2025-01-17,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-01-16T23:00:14,2025-01-16T23:00:14,2025-01-17T19:00:14,17.3809,76.7572,"Incident near coordinates 17.3809, 76.7572",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Darshan Bhat,26,Private Employee,Hindu,General,Male,Vidya Joshi,46,Female,0,Roopa Chavhan,40,Female,A461,1.0,2025-01-17T19:00:14,Karnataka,Kalaburagi,Kalaburagi City PS,KA56744,Kalaburagi District & Sessions Court,Roopa Chavhan,,2025-01-17T19:00:14,C,KA79795,50461,7,107,2,1,3,12,1,2025-01-17 19:00:14,40,2,23,4,1,0,1,2,734,3229,3.95,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA34086,Anand Patil,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/172/2025/0462,CC/2025/050462,2025-12-04,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-12-02T08:31:03,2025-12-02T08:31:03,2025-12-04T02:31:03,14.0163,75.6149,"Incident near coordinates 14.0163, 75.6149",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Sunil Bhat,39,Private Employee,Hindu,General,Male,Raghavendra Deshmukh,33,Female,0,Manjunath Kambale,66,Male,A462,1.0,2025-12-04T02:31:03,Karnataka,Shivamogga,Shivamogga Town PS,KA19491,Shivamogga District & Sessions Court,Manjunath Kambale,,2025-12-04T02:31:03,C,KA38826,50462,11,172,1,1,4,14,1,2025-12-04 02:31:03,66,1,8,2,12,0,0,1,58,1272,2.96,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA66211,Satish Naik,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/109/2025/0463,CC/2025/050463,2025-01-31,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-01-29T19:40:40,2025-01-29T19:40:40,2025-01-31T19:40:40,17.3862,76.8986,"Incident near coordinates 17.3862, 76.8986",Cyber Crime,Cyber Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Reddy,57,Private Employee,Hindu,General,Male,Ambika Chavhan,26,Female,0,Sunil Rao,21,Male,A463,1.0,2025-01-31T19:40:40,Karnataka,Kalaburagi,Kalaburagi City PS,KA81651,Kalaburagi District & Sessions Court,Sunil Rao,,2025-01-31T19:40:40,C,KA15790,50463,7,109,2,1,3,11,1,2025-01-31 19:40:40,21,1,19,3,1,0,0,1,746,3381,1.96,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA24326,Ganesh Kulkarni,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/109/2025/0464,CC/2025/050464,2025-07-16,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-07-15T05:43:59,2025-07-15T05:43:59,2025-07-16T13:43:59,17.3935,76.7924,"Incident near coordinates 17.3935, 76.7924",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ramesh Pujari,59,Private Employee,Hindu,General,Male,Sowmya Patil,33,Female,0,Kumar Bhat,54,Male,A464,1.0,2025-07-16T13:43:59,Karnataka,Kalaburagi,Kalaburagi City PS,KA92320,Kalaburagi District & Sessions Court,Kumar Bhat,,2025-07-16T13:43:59,C,KA87149,50464,7,109,1,1,4,14,1,2025-07-16 13:43:59,54,1,5,2,7,0,1,1,503,2255,1.4,1,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA10557,Prakash Gowda,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/102/2025/0465,CC/2025/050465,2025-06-06,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-06-04T15:13:10,2025-06-04T15:13:10,2025-06-06T14:13:10,17.2677,76.7615,"Incident near coordinates 17.2677, 76.7615",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kumar Joshi,33,Private Employee,Hindu,General,Male,Satish Patil,23,Female,0,Prakash Chavhan,54,Male,A465,1.0,2025-06-06T14:13:10,Karnataka,Kalaburagi,Kalaburagi City PS,KA72009,Kalaburagi District & Sessions Court,Prakash Chavhan,,2025-06-06T14:13:10,C,KA56911,50465,7,102,1,1,1,1,1,2025-06-06 14:13:10,54,1,15,3,6,0,0,4,527,790,3.61,1,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA52218,Raghavendra Patil,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/092/2025/0466,CC/2025/050466,2025-06-09,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-06-08T04:05:48,2025-06-08T04:05:48,2025-06-09T15:05:48,15.94,74.4846,"Incident near coordinates 15.94, 74.4846",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Venkatesh Naik,64,Private Employee,Hindu,General,Male,Deepa Chavhan,32,Female,0,Shivakumar Hegde,51,Male,A466,1.0,2025-06-09T15:05:48,Karnataka,Belagavi,Belagavi City PS,KA38006,Belagavi District & Sessions Court,Shivakumar Hegde,,2025-06-09T15:05:48,C,KA82565,50466,6,92,3,2,2,7,1,2025-06-09 15:05:48,51,1,4,7,6,1,1,1,262,2879,1.59,4,0,0
