VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
5331,3878,Rudra Kumar,,2.0,0
5332,3879,Tanveer Dhingra,32.0,2.0,0
5333,3879,Upadhriti Purohit,21.0,2.0,1
5334,3879,Ekani Kurian,75.0,,0
5335,3880,Nachiket Chaudhry,2.0,1.0,1
5336,3881,Laban Kothari,52.0,2.0,0
5337,3882,Yutika Edwin,9.0,2.0,0
5338,3882,Ojasvi Patla,37.0,2.0,0
5339,3882,Jyoti Mitter,56.0,1.0,1
5340,3883,Unnati Ranganathan,68.0,2.0,1
5341,3883,Faras Pau,15.0,2.0,0
5342,3884,Lajita Dube,30.0,2.0,0
5343,3885,Devansh Puri,83.0,,0
5344,3886,Jai Prabhakar,66.0,1.0,0
5345,3887,Timothy Aurora,20.0,1.0,0
5346,3888,Nitara Gulati,13.0,1.0,0
5347,3889,Omisha Kara,44.0,1.0,0
5348,3889,Gagan More,5.0,1.0,1
5349,3890,Amaira Grewal,20.0,1.0,0
5350,3891,Widisha Mital,51.0,,0
5351,3891,Dhriti Mukhopadhyay,47.0,1.0,0
5352,3892,Brinda Suresh,65.0,1.0,1
5353,3893,Max Das,40.0,,0
5354,3893,Aditya Chowdhury,77.0,1.0,0
5355,3894,Azad Pal,42.0,,0
5356,3895,Warjas Nigam,20.0,2.0,0
5357,3895,Abhiram Bali,49.0,2.0,0
5358,3896,Vinaya Kamdar,9.0,2.0,1
5359,3897,Azad Das,60.0,2.0,0
5360,3898,Vritti Khanna,30.0,,0
5361,3899,Jeet Nayar,69.0,1.0,0
5362,3900,Vamakshi Boase,58.0,2.0,1
5363,3901,Daksh Palla,26.0,1.0,0
5364,3902,Panini Mand,42.0,2.0,0
5365,3903,Lohit Salvi,39.0,2.0,0
5366,3904,Divya Kapadia,,2.0,0
5367,3905,Zarna Narayan,,,0
5368,3906,Hardik Chacko,44.0,1.0,0
5369,3906,Ekaja Raj,25.0,1.0,0
5370,3907,Kala Das,32.0,1.0,0
5371,3907,Onveer Dhillon,,,0
5372,3907,Prisha Pandya,56.0,1.0,0
5373,3908,Rushil Balan,10.0,1.0,0
5374,3909,Bina Dara,78.0,1.0,0
5375,3910,Parth Peri,46.0,1.0,0
5376,3911,Arin Shan,21.0,1.0,0
5377,3912,Yutika Patel,,2.0,0
5378,3912,Pooja Bumb,4.0,1.0,0
5379,3913,Anita Atwal,,2.0,0
5380,3914,Lipika Bedi,18.0,1.0,0
5381,3915,Hitesh Ram,16.0,2.0,0
5382,3916,Yashawini Kannan,74.0,2.0,1
5383,3917,Gunbir Vohra,58.0,2.0,0
5384,3918,Ria Nagarajan,46.0,1.0,0
5385,3919,Om Uppal,29.0,2.0,0
5386,3920,Fiyaz Sharma,47.0,2.0,0
5387,3920,Yatan D’Alia,17.0,2.0,1
5388,3920,Eshana Devan,26.0,1.0,0
5389,3921,Girik Venkataraman,75.0,1.0,1
5390,3922,Tanish Choudhary,66.0,1.0,0
5391,3922,Omkaar Singh,80.0,1.0,0
5392,3923,Vivaan Nath,,2.0,0
5393,3924,Daksha Kulkarni,26.0,1.0,1
5394,3925,Joshua Narayan,19.0,1.0,0
5395,3926,Harini Bhatti,17.0,,0
5396,3927,Vritti Lata,66.0,2.0,0
5397,3928,Noah Nori,36.0,,0
5398,3929,Jyoti Shanker,,1.0,0
5399,3930,Chandran Keer,57.0,2.0,0
5400,3931,Zayan Jain,30.0,2.0,1
5401,3932,Anvi Banik,32.0,2.0,0
5402,3932,Gautami Vaidya,5.0,2.0,0
5403,3933,Siddharth Buch,50.0,,0
5404,3933,Rajeshri Ranganathan,48.0,,0
5405,3933,Baghyawati Sarin,6.0,2.0,0
5406,3934,Ishani Shroff,28.0,1.0,0
5407,3935,Omaja Bhavsar,63.0,1.0,0
5408,3936,Zansi Rao,72.0,1.0,0
5409,3937,Advika Chandra,55.0,2.0,0
5410,3938,Girish Kapoor,6.0,1.0,1
5411,3939,Chatresh Kothari,43.0,2.0,0
5412,3940,Panini Sawhney,43.0,,0
5413,3941,Max Comar,18.0,2.0,0
5414,3942,Rudra Vala,,,0
5415,3943,Azad Venkatesh,33.0,2.0,0
5416,3943,Brijesh Muni,64.0,1.0,0
5417,3943,Ayushman Gill,47.0,1.0,0
5418,3944,Samarth Mistry,76.0,1.0,0
5419,3945,Lohit Goel,68.0,1.0,0
5420,3945,Bakhshi Chawla,8.0,,0
5421,3946,Gabriel Srinivasan,7.0,2.0,0
5422,3947,Meghana Ramanathan,2.0,1.0,0
5423,3948,Panini Nadig,,2.0,0
5424,3949,Saumya Shere,56.0,1.0,0
5425,3950,Waida Raghavan,36.0,1.0,0
5426,3951,Rohan Acharya,53.0,2.0,0
5427,3952,Abhimanyu Kadakia,69.0,2.0,0
5428,3952,Ojas Radhakrishnan,,2.0,0
5429,3953,Kashish Swaminathan,34.0,1.0,0
5430,3954,Andrew Tiwari,77.0,1.0,0
5431,3954,Tristan Dayal,26.0,3.0,0
5432,3955,Oviya Ramaswamy,26.0,2.0,0
5433,3956,Sachi Kata,81.0,2.0,0
5434,3956,Bhavini Dora,62.0,1.0,0
5435,3957,Max Thakkar,56.0,2.0,0
5436,3957,Vasana Boase,34.0,2.0,0
5437,3958,Anjali Chowdhury,24.0,1.0,0
5438,3958,Wriddhish Ramachandran,29.0,3.0,0
5439,3958,Yash Kapur,,,0
5440,3959,Pushti Vala,,,0
5441,3960,Sara Kade,36.0,1.0,0
5442,3961,Gaurangi Barad,59.0,2.0,0
5443,3961,Warinder Srinivasan,33.0,1.0,0
5444,3962,Netra Balasubramanian,3.0,2.0,1
5445,3963,Nilima Saraf,14.0,2.0,1
5446,3963,Gaurang Bhalla,70.0,2.0,0
5447,3964,Chakradev Parmer,69.0,1.0,0
5448,3965,Jacob Bhakta,55.0,2.0,0
5449,3966,Lopa Palla,,1.0,0
5450,3967,Unni Rau,28.0,2.0,0
5451,3968,Logan Mistry,70.0,1.0,0
5452,3969,Radha Dyal,10.0,2.0,1
5453,3970,Udant Pai,4.0,1.0,0
5454,3970,Kavya Mahajan,83.0,2.0,0
5455,3971,Xalak Saxena,11.0,2.0,0
5456,3972,Kritika Chad,25.0,1.0,0
5457,3973,Advay Deshpande,74.0,2.0,0
5458,3974,Ishita Khosla,42.0,1.0,0
5459,3975,Jasmit Wagle,20.0,1.0,0
5460,3975,Theodore Dugar,55.0,1.0,0
5461,3976,Qadim Kala,10.0,,0
5462,3976,Joshua Char,48.0,2.0,0
5463,3977,Sanya Ratti,12.0,1.0,0
5464,3978,Eta Barman,30.0,3.0,0
5465,3979,Benjamin Thakkar,33.0,2.0,0
5466,3980,Maanav Biswas,10.0,2.0,0
5467,3981,Yashasvi Keer,72.0,2.0,0
5468,3982,Yadavi Parmer,8.0,,0
5469,3982,Ekani Rajagopal,41.0,1.0,0
5470,3983,Eshana Lall,5.0,1.0,0
5471,3984,Darika Sharaf,,2.0,1
5472,3985,Balhaar Nayar,62.0,1.0,0
5473,3986,Jalsa Anne,66.0,1.0,1
5474,3987,Christopher Parsa,17.0,2.0,0
5475,3988,Forum Sundaram,26.0,2.0,0
5476,3989,Upkaar Shenoy,1.0,1.0,0
5477,3989,Benjamin Halder,60.0,1.0,0
5478,3990,Anita Tank,15.0,1.0,0
5479,3991,Harrison Borde,75.0,2.0,1
5480,3991,Kalpit Sarkar,63.0,3.0,0
5481,3992,Yagnesh Chaudhari,,1.0,1
5482,3993,Sarthak More,45.0,2.0,0
5483,3994,Mitesh Patla,25.0,1.0,0
5484,3994,Ekaja Raval,17.0,1.0,0
5485,3995,Chandran Parsa,,1.0,0
5486,3996,Timothy Nath,85.0,2.0,0
5487,3997,Anika Sane,33.0,1.0,0
5488,3998,Januja Sachdeva,15.0,2.0,0
5489,3999,Gaurangi Keer,,1.0,0
5490,4000,Kevin Kaul,40.0,,0
5491,4000,Priya Golla,12.0,2.0,0
5492,4001,Manya Chatterjee,9.0,2.0,0
5493,4001,Lekha Dyal,67.0,2.0,0
5494,4002,Sai Chadha,72.0,2.0,0
5495,4003,Aayush Gade,26.0,1.0,0
5496,4003,Yashawini Mann,77.0,3.0,0
5497,4004,Onkar Gill,,1.0,0
5498,4005,Tanveer Murthy,16.0,2.0,0
5499,4006,Ayaan Seth,,1.0,1
5500,4007,Nikita Om,,3.0,0
5501,4008,Bimala Lala,84.0,,0
5502,4008,Falguni Dash,,1.0,0
5503,4008,Yashawini Barad,60.0,1.0,0
5504,4009,Deepa Krishnamurthy,22.0,2.0,1
5505,4010,Damini Nanda,25.0,,0
5506,4011,Ladli Misra,52.0,1.0,0
5507,4011,Indali Som,53.0,2.0,0
5508,4012,Gaurang Jaggi,67.0,,0
5509,4013,Harsh Muni,76.0,1.0,0
5510,4014,Meera Sandhu,19.0,1.0,0
5511,4015,Rohan Bajaj,22.0,2.0,0
5512,4016,Aarnav Lal,26.0,1.0,0
5513,4017,Peter Tailor,1.0,1.0,0
5514,4018,Watika Kapadia,,1.0,0
5515,4019,Ishanvi Kade,71.0,2.0,0
5516,4019,Lohit Gala,18.0,,0
5517,4020,Upadhriti Gupta,,1.0,0
5518,4021,Aadhya Apte,7.0,2.0,0
5519,4022,Gavin Biswas,,,0
5520,4023,Naksh Patel,,1.0,0
5521,4024,Qadim Ganesh,48.0,2.0,0
5522,4025,Charita Pillai,23.0,2.0,1
5523,4025,Nachiket Nanda,81.0,2.0,1
5524,4026,Harsh Gaba,40.0,,0
5525,4026,Rajata Jaggi,79.0,1.0,1
5526,4027,Udarsh Varty,65.0,2.0,1
5527,4027,Ishani Kade,37.0,2.0,0
5528,4028,Gautami Mani,,2.0,0
5529,4029,Joshua Pathak,71.0,2.0,0
5530,4030,Yuvraj Nori,61.0,,0
5531,4030,Devansh Pandey,55.0,,0
5532,4031,Rachana Walia,80.0,1.0,0
5533,4032,Ojasvi Cheema,84.0,2.0,0
5534,4033,Praneel Chauhan,56.0,3.0,1
5535,4034,Omisha Vala,80.0,1.0,0
5536,4035,Adweta Date,5.0,,0
5537,4035,Nimrat Kashyap,48.0,,0
5538,4036,Samaksh Soman,66.0,1.0,0
5539,4037,Vrinda Sastry,64.0,2.0,0
5540,4037,Xiti Bali,51.0,1.0,0
5541,4037,Jeet Pandit,23.0,1.0,0
5542,4038,Geetika Pant,70.0,1.0,1
5543,4039,Sai Butala,4.0,1.0,0
5544,4040,Qabil Kale,43.0,2.0,0
5545,4041,Yashodhara Brar,46.0,1.0,0
5546,4041,Advik Subramaniam,54.0,2.0,0
5547,4042,Triveni Mahajan,9.0,1.0,0
5548,4043,Lucky Mann,63.0,2.0,0
5549,4044,Gauri Jayaraman,26.0,2.0,0
5550,4044,Noah Solanki,45.0,1.0,0
5551,4045,Simon Boase,17.0,1.0,0
5552,4046,Frado Mody,75.0,1.0,0
5553,4047,Farhan Badami,4.0,1.0,0
5554,4048,Ranbir Narula,80.0,2.0,1
5555,4049,Aradhana Nath,16.0,1.0,0
5556,4049,Harrison Ganguly,,2.0,0
5557,4050,Jack Nadig,60.0,1.0,0
5558,4051,Ikshita Atwal,75.0,1.0,0
5559,4052,Ekbal Goswami,14.0,1.0,0
5560,4052,Nisha Mitter,1.0,1.0,0
5561,4052,Krishna Nagarajan,30.0,2.0,0
5562,4053,Agastya Mann,71.0,2.0,0
5563,4054,Lakshit Pillai,83.0,1.0,0
5564,4055,Yahvi Goel,57.0,2.0,0
5565,4056,Abhiram Sidhu,,1.0,0
5566,4057,Ria Bhakta,,,0
5567,4058,Hemani Sharma,9.0,,1
5568,4058,Jhalak Issac,57.0,1.0,0
5569,4059,Victor Khatri,70.0,2.0,0
5570,4060,Zayan Bhavsar,78.0,2.0,1
5571,4061,Nitara Sankaran,,,0
5572,4062,Samuel Mukhopadhyay,38.0,,0
5573,4063,Ladli Sankaran,8.0,1.0,0
5574,4064,Yutika Deshmukh,40.0,2.0,1
5575,4064,Liam Nair,20.0,1.0,1
5576,4065,Aadhya Ray,24.0,,0
5577,4066,Aadi Ram,84.0,2.0,0
5578,4067,Faraj Naik,,1.0,0
5579,4068,Abhiram Sethi,77.0,,0
5580,4068,Akshay Chhabra,19.0,2.0,0
5581,4069,Lajita Ranganathan,18.0,,0
5582,4069,Odika Mishra,33.0,2.0,0
5583,4070,Dhriti Mane,17.0,1.0,0
5584,4070,Lila Sur,51.0,2.0,0
5585,4071,Yoshita Rege,16.0,1.0,1
5586,4072,Sneha Agarwal,10.0,1.0,0
5587,4073,Barkha Chandra,55.0,3.0,0
5588,4073,Jagdish Morar,26.0,1.0,0
5589,4074,Barkha Narain,15.0,1.0,0
5590,4075,Yachana Shanker,,2.0,0
5591,4075,Netra Bora,51.0,,0
5592,4076,Geetika Seth,,2.0,0
5593,4076,Yamini Nayak,16.0,2.0,0
5594,4077,Vasudha Bobal,,2.0,0
5595,4078,Ganga Chatterjee,65.0,2.0,0
5596,4079,Ekansh Cherian,13.0,1.0,0
5597,4079,Wridesh Tank,39.0,2.0,0
5598,4079,Yagnesh Shankar,,2.0,0
5599,4080,Leela Reddy,,2.0,0
5600,4081,Rudra Bajwa,1.0,2.0,0
5601,4081,Mohammed Bajaj,2.0,3.0,0
5602,4081,Dhruv More,83.0,1.0,0
5603,4082,Sathvik Anne,48.0,1.0,0
5604,4082,Zarna Magar,83.0,,0
5605,4083,Robert Bail,29.0,2.0,1
5606,4084,Barkha Khare,84.0,,1
5607,4085,Aishani Choudhury,80.0,1.0,1
5608,4086,Dalbir Venkatesh,,2.0,0
5609,4086,Ishwar Sangha,37.0,1.0,0
5610,4087,Ekaja Subramanian,39.0,2.0,0
5611,4087,Faraj Barad,,2.0,0
5612,4088,Amrita Das,74.0,1.0,0
5613,4088,Kabir Parsa,38.0,,0
5614,4089,Zansi Borah,28.0,1.0,0
5615,4090,Varenya Cherian,37.0,2.0,1
5616,4091,Hamsini Verma,13.0,1.0,0
5617,4092,Girindra Mangal,,,0
5618,4093,Mekhala Upadhyay,51.0,,0
5619,4093,Yashvi Aurora,,1.0,0
5620,4094,Megha Bawa,,1.0,0
5621,4094,Sneha Chandran,2.0,2.0,0
5622,4095,Gaurang Arora,,1.0,0
5623,4096,Girindra Kale,,,0
5624,4097,Vivaan Bail,51.0,2.0,0
5625,4098,Manan Narang,57.0,1.0,0
5626,4098,Timothy Mital,8.0,1.0,0
5627,4099,Yatin Malhotra,63.0,2.0,0
5628,4099,Abhimanyu Bhat,19.0,1.0,0
5629,4100,Tanish Bal,16.0,3.0,0
5630,4101,Hitesh Rama,11.0,2.0,1
5631,4101,Amrita Sachdev,33.0,,0
5632,4101,Krishna Balasubramanian,28.0,1.0,0
5633,4102,Aahana Bhalla,34.0,1.0,0
5634,4103,Onveer Butala,23.0,1.0,0
5635,4104,Nikita Amble,29.0,2.0,0
5636,4105,Daksh Ramakrishnan,53.0,2.0,0
5637,4106,Tanveer Pal,,2.0,0
5638,4106,Charan Mody,,1.0,0
5639,4106,Balveer Pau,42.0,2.0,0
5640,4107,Leena Mall,61.0,2.0,0
5641,4107,Priya Mutti,40.0,1.0,0
5642,4108,Isaac Chacko,13.0,2.0,0
5643,4108,Logan Barad,73.0,1.0,0
5644,4108,Andrew Cheema,56.0,2.0,0
5645,4109,Janaki Nori,2.0,2.0,0
5646,4109,Hemani Sharma,10.0,1.0,0
5647,4110,Zaitra Sahni,62.0,2.0,0
5648,4110,Yamini Sankar,,1.0,1
5649,4110,Advaith Krishnan,,2.0,0
5650,4111,Theodore Kalla,,1.0,0
5651,4112,Brijesh Nori,50.0,1.0,0
5652,4112,Gaurangi Acharya,75.0,3.0,0
5653,4113,Reyansh Rana,,1.0,1
5654,4113,Isaac Varty,29.0,1.0,0
5655,4113,Osha Loke,11.0,1.0,0
5656,4114,Vaishnavi Bhavsar,22.0,1.0,0
5657,4115,Gaurang Lanka,2.0,,0
5658,4116,Urmi Nazareth,72.0,1.0,0
5659,4117,Riya Varty,61.0,2.0,0
5660,4118,David Sarma,21.0,2.0,0
5661,4119,Deepa Badal,80.0,2.0,0
5662,4120,Rohan Parmar,72.0,1.0,0
5663,4121,Viraj Batta,,1.0,0
5664,4122,Ekanta Minhas,23.0,1.0,0
5665,4122,Omya Chaudry,63.0,2.0,0
5666,4123,Xiti Mallick,,2.0,0
5667,4123,Sanaya Saini,,1.0,0
5668,4124,Tanveer Panchal,45.0,1.0,1
5669,4125,Atharv Pal,49.0,1.0,1
5670,4126,Chameli Mahal,75.0,,0
5671,4126,Hemangini Sandhu,48.0,2.0,0
5672,4127,Kashish Saraf,,1.0,0
5673,4128,Ayush Dalal,81.0,2.0,0
5674,4128,Vanya Ramanathan,61.0,2.0,0
5675,4128,Tanmayi Goyal,12.0,1.0,0
5676,4129,Utkarsh Shroff,43.0,2.0,0
5677,4130,Lipika Nair,55.0,1.0,0
5678,4130,Quincy Malhotra,55.0,1.0,0
5679,4130,Chaaya Tiwari,62.0,1.0,0
5680,4131,Vamakshi Mangal,39.0,1.0,0
5681,4132,Praneel Malhotra,69.0,1.0,0
5682,4133,Vritti Johal,,2.0,1
5683,4134,Vedhika Sastry,38.0,1.0,1
5684,4135,Reyansh Bhavsar,81.0,,0
5685,4136,Aditya Narayanan,31.0,,0
5686,4137,Ekaraj Ravel,9.0,2.0,0
5687,4138,Eesha Comar,78.0,,0
5688,4139,Qushi Upadhyay,43.0,2.0,0
5689,4140,Harsh Talwar,36.0,1.0,0
5690,4141,Gaurika Pingle,73.0,2.0,0
5691,4142,Sneha Hayre,27.0,,0
5692,4143,Fitan Kala,54.0,1.0,1
5693,4143,Xiti Bedi,,2.0,0
5694,4144,Tarak Doctor,53.0,2.0,0
5695,4145,Zansi Kothari,,1.0,0
5696,4146,Diya Uppal,28.0,2.0,0
5697,4146,Gaurika Sane,,2.0,0
5698,4146,Urvi Chhabra,11.0,1.0,0
5699,4147,Aradhana Pall,38.0,2.0,0
5700,4148,Rushil Bhagat,64.0,2.0,0
5701,4149,Peter Loyal,50.0,2.0,0
5702,4150,Fariq Dhar,3.0,3.0,0
5703,4151,Azad Nair,64.0,2.0,0
5704,4152,Wishi Soni,75.0,2.0,0
5705,4153,Yashodhara Mangat,85.0,1.0,0
5706,4153,Naveen Sandhu,80.0,1.0,0
5707,4153,Aahana Wali,38.0,1.0,0
5708,4154,Warinder Bhakta,51.0,3.0,1
5709,4155,Manthan Parekh,8.0,,0
5710,4155,Yachana Thaker,68.0,1.0,0
5711,4156,Indrajit Datta,40.0,1.0,0
5712,4156,Unni Bail,,1.0,1
5713,4157,Zehaan Oza,17.0,2.0,0
5714,4158,Imaran Prakash,52.0,2.0,0
5715,4159,Nakul Ram,11.0,1.0,1
5716,4159,Edhitha Sanghvi,38.0,1.0,0
5717,4160,Hardik Arora,30.0,1.0,0
5718,4160,Rehaan Pal,25.0,2.0,0
5719,4161,Mohammed Ramachandran,84.0,2.0,0
5720,4162,Vrinda Krish,33.0,2.0,1
5721,4163,Amara Kannan,36.0,,0
5722,4164,Banjeet Yogi,,1.0,0
5723,4164,Praneel Datta,59.0,1.0,0
5724,4165,Leela Bobal,,1.0,0
5725,4165,Jackson Aurora,4.0,1.0,0
5726,4166,Harish Dara,42.0,1.0,0
5727,4166,Rehaan Basu,68.0,2.0,0
5728,4167,Jairaj Samra,22.0,2.0,0
5729,4168,Alexander Ramesh,21.0,2.0,0
5730,4168,Jonathan Sheth,69.0,1.0,0
5731,4168,Ikshita Dubey,72.0,1.0,0
5732,4169,Lakshmi Yadav,38.0,2.0,0
5733,4170,Arunima Gandhi,51.0,1.0,1
5734,4171,Sara Uppal,61.0,2.0,0
5735,4172,Ekta Kapoor,33.0,2.0,0
5736,4173,Amruta Narayan,35.0,,0
5737,4174,Oviya Sarkar,68.0,2.0,0
5738,4175,Jason Wagle,5.0,,0
5739,4175,Nicholas Loyal,,1.0,0
5740,4176,Bhavika Bhalla,,1.0,0
5741,4177,Anirudh Thakur,30.0,,0
5742,4178,Chatura Yogi,59.0,2.0,0
5743,4179,Rudra Chahal,46.0,2.0,0
5744,4180,Upkaar Dyal,84.0,2.0,0
5745,4181,Saumya Krish,85.0,2.0,0
5746,4181,Vidhi Barad,45.0,1.0,0
5747,4181,Champak Sami,4.0,2.0,0
5748,4182,Fitan Gour,,2.0,0
5749,4182,Viraj Brar,,2.0,0
5750,4183,Omya Acharya,,2.0,0
5751,4183,Anthony Mital,74.0,1.0,0
5752,4184,Neha Chaudhry,39.0,2.0,1
5753,4184,Rachit Dayal,22.0,,1
5754,4184,Anay Srivastava,23.0,2.0,1
5755,4185,Anthony Tailor,76.0,2.0,1
5756,4186,Krish Thaker,8.0,2.0,0
5757,4187,Megha Sankaran,83.0,2.0,1
5758,4187,Zashil Nadig,76.0,,0
5759,4187,Lavanya Mammen,29.0,1.0,0
5760,4188,Rudra Palla,,3.0,0
5761,4189,Gunbir Baral,20.0,1.0,0
5762,4190,Nihal Sethi,80.0,1.0,0
5763,4190,Yashawini Kadakia,,2.0,1
5764,4191,Girindra Dar,62.0,2.0,1
5765,4192,Theodore Sarkar,55.0,2.0,0
5766,4192,Wishi Mukhopadhyay,26.0,2.0,0
5767,4193,Ayaan Aurora,13.0,1.0,0
5768,4193,Vedant Khare,13.0,2.0,0
5769,4193,Om Dalal,52.0,2.0,0
5770,4194,Neel Chopra,,1.0,0
5771,4195,Krishna Borra,48.0,1.0,1
5772,4196,Vinaya Basu,38.0,2.0,0
5773,4196,Bishakha Varma,43.0,2.0,0
5774,4197,Kritika Bobal,51.0,2.0,0
5775,4198,Panini Prabhu,4.0,2.0,0
5776,4198,Riya Nagarajan,70.0,3.0,0
5777,4199,Bahadurjit Sabharwal,63.0,1.0,0
5778,4200,Girik Gill,,2.0,0
5779,4200,Wishi Tella,,1.0,0
5780,4201,Advika Rau,13.0,1.0,0
5781,4202,Ekalinga Kothari,39.0,1.0,0
5782,4203,Nitesh Dugar,18.0,2.0,0
5783,4204,Hiral Manda,51.0,1.0,0
5784,4204,Damini Memon,52.0,1.0,1
5785,4205,Aahana Jaggi,55.0,2.0,0
5786,4206,Nihal Tailor,51.0,2.0,0
5787,4207,Panini Sen,71.0,2.0,0
5788,4208,Abhimanyu Loyal,27.0,1.0,0
5789,4208,Nathan Bath,5.0,,0
5790,4208,Farhan Varty,13.0,1.0,0
5791,4209,Bachittar Munshi,31.0,1.0,0
5792,4210,Wazir Merchant,70.0,2.0,0
5793,4211,Samuel Oak,,2.0,0
5794,4211,Falan Sachdeva,59.0,2.0,0
5795,4212,Gaurangi Bahl,,1.0,0
5796,4213,Edhitha Agarwal,65.0,2.0,0
5797,4214,Vedika Tripathi,17.0,1.0,0
5798,4215,Anusha Majumdar,83.0,2.0,0
5799,4216,Indali Borra,11.0,2.0,0
5800,4217,Chandran Banerjee,74.0,1.0,0
5801,4217,Hemang Ghose,30.0,1.0,0
5802,4218,Chanakya Chandran,66.0,2.0,0
5803,4219,Priya Patel,32.0,1.0,0
5804,4220,William Wali,43.0,2.0,0
5805,4221,Wakeeta Sengupta,,1.0,0
5806,4222,Urmi Dhaliwal,73.0,2.0,0
5807,4223,Janaki Jhaveri,61.0,2.0,0
5808,4224,Anthony Mahajan,27.0,1.0,0
5809,4224,Zehaan Chawla,45.0,2.0,1
5810,4224,Sanya Taneja,36.0,3.0,0
5811,4225,Bina Mangal,75.0,,1
5812,4226,Vinaya Agrawal,47.0,1.0,0
5813,4226,Raagini Mane,,3.0,0
5814,4226,Vihaan Dhaliwal,82.0,1.0,0
5815,4227,Ryan Sethi,,1.0,0
5816,4228,Hemang Memon,16.0,,1
5817,4229,Udyati Mandal,14.0,2.0,0
5818,4229,Saanvi Samra,50.0,1.0,0
5819,4230,Libni Nagy,53.0,1.0,0
5820,4231,Chandani Luthra,14.0,2.0,0
5821,4232,Jai Nagy,30.0,1.0,0
5822,4233,Hemang Sanghvi,72.0,2.0,0
5823,4234,Jeet Lad,54.0,1.0,1
5824,4234,Vamakshi Gala,35.0,1.0,1
5825,4234,Zarna Krishna,57.0,,0
5826,4235,Abdul Naidu,59.0,1.0,0
5827,4235,Kiaan Behl,,2.0,0
5828,4235,Yashoda Gill,40.0,2.0,0
5829,4236,Onveer Banik,,2.0,1
5830,4237,Vritti Bumb,30.0,2.0,0
5831,4238,Divya Chadha,71.0,2.0,0
5832,4239,Gaurangi Krishna,61.0,2.0,0
5833,4240,Upadhriti Solanki,6.0,1.0,0
5834,4241,Lakshmi Arya,62.0,1.0,0
5835,4242,Imaran Chauhan,65.0,,0
5836,4242,Imaran Prakash,26.0,1.0,0
5837,4243,Ansh Cherian,,1.0,0
5838,4243,Diya Sandhu,10.0,2.0,0
5839,4244,Ekiya Sundaram,40.0,1.0,0
5840,4245,Ikshita Dixit,81.0,1.0,0
5841,4245,Upma Gola,70.0,1.0,0
5842,4245,Amaira Apte,31.0,1.0,0
5843,4246,Unnati Bhalla,44.0,2.0,0
5844,4246,Imaran Bhatt,79.0,1.0,1
5845,4247,Aahana Contractor,21.0,2.0,0
5846,4248,Pallavi Mody,3.0,1.0,1
5847,4249,Aayush Rout,7.0,1.0,0
5848,4249,Nitesh Golla,72.0,2.0,0
5849,4250,Vidhi Tella,65.0,1.0,0
5850,4251,Aahana Walla,,1.0,0
5851,4251,Ayush Mander,82.0,1.0,0
5852,4252,Omaja Nanda,69.0,2.0,0
5853,4253,Lopa Rajan,63.0,1.0,0
5854,4253,Anay Khanna,,2.0,0
5855,4254,Darpan Prashad,57.0,,0
5856,4255,Guneet Badami,65.0,1.0,0
5857,4256,Raghav Chada,13.0,1.0,0
5858,4257,William Goda,36.0,1.0,0
5859,4257,Faris Shetty,34.0,2.0,0
5860,4257,Tejas Bajaj,37.0,1.0,0
5861,4258,Guneet Patil,7.0,1.0,0
5862,4258,Ayushman Sengupta,46.0,2.0,0
5863,4258,Deepa Date,73.0,2.0,0
5864,4259,Liam Pai,63.0,1.0,0
5865,4260,Gagan Raman,74.0,1.0,1
5866,4260,Aachal Badami,65.0,2.0,0
5867,4261,Kavya Dhillon,57.0,,0
5868,4261,Oviya Palla,79.0,2.0,1
5869,4262,Qabil Atwal,60.0,2.0,1
5870,4263,Karan Mall,82.0,,0
5871,4264,Yasti Bava,12.0,3.0,0
5872,4264,Liam Dhingra,,1.0,0
5873,4265,Ishita Gole,43.0,2.0,0
5874,4266,Hemal Nayak,69.0,1.0,0
5875,4266,Samar Datta,18.0,1.0,0
5876,4267,Abdul Butala,,2.0,1
5877,4268,Ekta Kapoor,63.0,1.0,0
5878,4269,Girindra Pradhan,48.0,1.0,0
5879,4269,Viraj Chowdhury,76.0,1.0,1
5880,4270,Oeshi Goel,27.0,1.0,0
5881,4270,Harinakshi Hans,2.0,2.0,1
5882,4270,Yashodhara Kuruvilla,12.0,2.0,0
5883,4271,Januja Verma,10.0,2.0,0
5884,4272,Sarthak Deo,9.0,2.0,0
5885,4273,Jhalak Chaudhry,38.0,,0
5886,4274,Urvashi Sarkar,56.0,1.0,1
5887,4275,Harshil Chaudry,6.0,2.0,1
5888,4275,Jason Deshpande,72.0,2.0,0
5889,4276,Sai Oak,66.0,2.0,0
5890,4276,Hemangini Gera,10.0,2.0,0
5891,4277,Deepa Kari,27.0,2.0,0
5892,4278,Abhiram Kala,25.0,1.0,0
5893,4279,Yatan Borde,42.0,2.0,0
5894,4280,Quincy Batra,73.0,1.0,0
5895,4281,Qadim Anand,62.0,1.0,0
5896,4282,Vyanjana Rout,72.0,2.0,0
5897,4282,Ishanvi Shere,,,0
5898,4282,Mohini Murty,16.0,,0
5899,4283,Chakrika Oommen,58.0,2.0,0
5900,4284,Udyati Dara,,1.0,0
5901,4285,Daksha Vohra,83.0,1.0,1
5902,4286,Aahana Deo,10.0,2.0,1
5903,4286,Christopher Srinivasan,61.0,,0
5904,4287,Ridhi Rau,73.0,2.0,0
